,city,date,gender,match_type,player of the match,team 1,team 2,team_1_batting_average,team_1_bowling_average,team_2_batting_average,team_2_bowling_average,toss_decision,toss_winner,umpire_1,umpire_2,venue,win_by_runs,win_by_wickets,winner
523,Mumbai,2016-04-16,male,T20,AJ Finch,Mumbai Indians,Gujarat Lions,5.0,21.774774774774773,28.256410256410255,50.69230769230769,field,Gujarat Lions,HDPK Dharmasena,VK Sharma,Wankhede Stadium,0,3,Gujarat Lions
524,Chandigarh,2016-04-17,male,T20,M Vohra,Rising Pune Supergiants,Kings XI Punjab,22.56,22.083333333333332,24.15625,33.40909090909091,bat,Rising Pune Supergiants,S Ravi,C Shamshuddin,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,6,Kings XI Punjab
525,Bangalore,2016-04-17,male,T20,Q de Kock,Royal Challengers Bangalore,Delhi Daredevils,23.115384615384617,27.655172413793103,40.2,24.513513513513512,field,Delhi Daredevils,VA Kulkarni,A Nand Kishore,M Chinnaswamy Stadium,0,7,Delhi Daredevils
526,Hyderabad,2016-04-18,male,T20,DA Warner,Mumbai Indians,Sunrisers Hyderabad,5.0,24.984615384615385,35.56,21.083333333333332,field,Sunrisers Hyderabad,HDPK Dharmasena,VK Sharma,"Rajiv Gandhi International Stadium, Uppal",0,7,Sunrisers Hyderabad
527,Chandigarh,2016-04-19,male,T20,RV Uthappa,Kings XI Punjab,Kolkata Knight Riders,5.0,34.80952380952381,22.4,22.566666666666666,field,Kolkata Knight Riders,S Ravi,C Shamshuddin,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,6,Kolkata Knight Riders
528,Mumbai,2016-04-20,male,T20,RG Sharma,Royal Challengers Bangalore,Mumbai Indians,12.0,44.3125,28.93548387096774,28.076923076923077,field,Mumbai Indians,AK Chaudhary,CK Nandan,Wankhede Stadium,0,6,Mumbai Indians
529,Rajkot,2016-04-21,male,T20,B Kumar,Gujarat Lions,Sunrisers Hyderabad,7.545454545454546,23.971014492753625,36.54666666666667,26.561643835616437,field,Sunrisers Hyderabad,K Bharatan,HDPK Dharmasena,Saurashtra Cricket Association Stadium,0,10,Sunrisers Hyderabad
530,Pune,2016-04-22,male,T20,AB de Villiers,Royal Challengers Bangalore,Rising Pune Supergiants,22.0,30.76,10.333333333333334,21.9375,field,Rising Pune Supergiants,CB Gaffaney,VK Sharma,Maharashtra Cricket Association Stadium,13,0,Royal Challengers Bangalore
531,Delhi,2016-04-23,male,T20,SV Samson,Delhi Daredevils,Mumbai Indians,16.454545454545453,46.9375,15.333333333333334,27.633333333333333,field,Mumbai Indians,S Ravi,C Shamshuddin,Feroz Shah Kotla,10,0,Delhi Daredevils
532,Hyderabad,2016-04-23,male,T20,Mustafizur Rahman,Kings XI Punjab,Sunrisers Hyderabad,20.285714285714285,16.571428571428573,29.473684210526315,27.96969696969697,field,Sunrisers Hyderabad,AK Chaudhary,CK Nandan,"Rajiv Gandhi International Stadium, Uppal",0,5,Sunrisers Hyderabad
533,Rajkot,2016-04-24,male,T20,V Kohli,Royal Challengers Bangalore,Gujarat Lions,35.38383838383838,22.405405405405407,24.510204081632654,27.75,bat,Royal Challengers Bangalore,K Bharatan,BNJ Oxenford,Saurashtra Cricket Association Stadium,0,6,Gujarat Lions
534,Pune,2016-04-24,male,T20,SA Yadav,Rising Pune Supergiants,Kolkata Knight Riders,39.3974358974359,27.169014084507044,13.666666666666666,29.51851851851852,field,Kolkata Knight Riders,CB Gaffaney,A Nand Kishore,Maharashtra Cricket Association Stadium,0,2,Kolkata Knight Riders
535,Chandigarh,2016-04-25,male,T20,PA Patel,Mumbai Indians,Kings XI Punjab,14.2,22.0625,38.75,40.94736842105263,field,Kings XI Punjab,Nitin Menon,RJ Tucker,"Punjab Cricket Association IS Bindra Stadium, Mohali",25,0,Mumbai Indians
536,Hyderabad,2016-04-26,male,T20,AB Dinda,Sunrisers Hyderabad,Rising Pune Supergiants,31.620689655172413,29.607142857142858,38.962025316455694,24.244444444444444,field,Rising Pune Supergiants,AY Dandekar,CK Nandan,"Rajiv Gandhi International Stadium, Uppal",34,0,Rising Pune Supergiants
537,Delhi,2016-04-27,male,T20,CH Morris,Gujarat Lions,Delhi Daredevils,22.36842105263158,27.0,36.6,22.5625,field,Delhi Daredevils,M Erasmus,S Ravi,Feroz Shah Kotla,1,0,Gujarat Lions
538,Mumbai,2016-04-28,male,T20,RG Sharma,Kolkata Knight Riders,Mumbai Indians,28.790697674418606,42.78947368421053,29.28125,30.242424242424242,field,Mumbai Indians,Nitin Menon,RJ Tucker,Wankhede Stadium,0,6,Mumbai Indians
539,Pune,2016-04-29,male,T20,DR Smith,Rising Pune Supergiants,Gujarat Lions,39.34177215189873,22.716814159292035,22.842105263157894,29.0,field,Gujarat Lions,CB Gaffaney,BNJ Oxenford,Maharashtra Cricket Association Stadium,0,3,Gujarat Lions
540,Delhi,2016-04-30,male,T20,CR Brathwaite,Delhi Daredevils,Kolkata Knight Riders,12.0,33.416666666666664,12.0,26.775280898876403,field,Kolkata Knight Riders,KN Ananthapadmanabhan,M Erasmus,Feroz Shah Kotla,27,0,Delhi Daredevils
541,Hyderabad,2016-04-30,male,T20,DA Warner,Sunrisers Hyderabad,Royal Challengers Bangalore,29.6,27.82608695652174,8.5,24.23611111111111,field,Royal Challengers Bangalore,AK Chaudhary,HDPK Dharmasena,"Rajiv Gandhi International Stadium, Uppal",15,0,Sunrisers Hyderabad
542,Rajkot,2016-05-01,male,T20,AR Patel,Kings XI Punjab,Gujarat Lions,1.0,38.5974025974026,14.8,21.82608695652174,field,Gujarat Lions,BNJ Oxenford,VK Sharma,Saurashtra Cricket Association Stadium,23,0,Kings XI Punjab
543,Pune,2016-05-01,male,T20,RG Sharma,Rising Pune Supergiants,Mumbai Indians,18.944444444444443,38.31818181818182,34.25454545454546,28.571428571428573,field,Mumbai Indians,AY Dandekar,RJ Tucker,Maharashtra Cricket Association Stadium,0,8,Mumbai Indians
544,Bangalore,2016-05-02,male,T20,AD Russell,Royal Challengers Bangalore,Kolkata Knight Riders,34.816901408450704,31.2027027027027,24.88888888888889,19.516129032258064,field,Kolkata Knight Riders,M Erasmus,S Ravi,M Chinnaswamy Stadium,0,5,Kolkata Knight Riders
545,Rajkot,2016-05-03,male,T20,RR Pant,Gujarat Lions,Delhi Daredevils,22.646153846153847,53.36363636363637,24.35135135135135,27.466666666666665,field,Delhi Daredevils,CB Gaffaney,BNJ Oxenford,Saurashtra Cricket Association Stadium,0,8,Delhi Daredevils
546,Kolkata,2016-05-04,male,T20,AD Russell,Kolkata Knight Riders,Kings XI Punjab,24.318181818181817,22.369565217391305,14.0,29.344827586206897,field,Kings XI Punjab,AK Chaudhary,HDPK Dharmasena,Eden Gardens,7,0,Kolkata Knight Riders
547,Delhi,2016-05-05,male,T20,AM Rahane,Delhi Daredevils,Rising Pune Supergiants,18.454545454545453,29.390625,35.25,57.90909090909091,field,Rising Pune Supergiants,C Shamshuddin,RJ Tucker,Feroz Shah Kotla,0,7,Rising Pune Supergiants
548,Hyderabad,2016-05-06,male,T20,B Kumar,Gujarat Lions,Sunrisers Hyderabad,28.24390243902439,23.95945945945946,31.920454545454547,38.717948717948715,field,Sunrisers Hyderabad,M Erasmus,S Ravi,"Rajiv Gandhi International Stadium, Uppal",0,5,Sunrisers Hyderabad
549,Bangalore,2016-05-07,male,T20,V Kohli,Rising Pune Supergiants,Royal Challengers Bangalore,11.241379310344827,43.0,36.40594059405941,29.796875,field,Royal Challengers Bangalore,CB Gaffaney,BNJ Oxenford,M Chinnaswamy Stadium,0,7,Royal Challengers Bangalore
550,Chandigarh,2016-05-07,male,T20,MP Stoinis,Kings XI Punjab,Delhi Daredevils,18.25,26.444444444444443,24.75,22.70212765957447,field,Delhi Daredevils,HDPK Dharmasena,CK Nandan,"Punjab Cricket Association IS Bindra Stadium, Mohali",9,0,Kings XI Punjab
551,Visakhapatnam,2016-05-08,male,T20,A Nehra,Sunrisers Hyderabad,Mumbai Indians,28.904761904761905,22.40625,7.0,30.0,field,Mumbai Indians,S Ravi,C Shamshuddin,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,85,0,Sunrisers Hyderabad
552,Kolkata,2016-05-08,male,T20,P Kumar,Kolkata Knight Riders,Gujarat Lions,22.333333333333332,22.675213675213676,22.71212121212121,26.127118644067796,field,Gujarat Lions,M Erasmus,RJ Tucker,Eden Gardens,0,5,Gujarat Lions
553,Chandigarh,2016-05-09,male,T20,SR Watson,Royal Challengers Bangalore,Kings XI Punjab,19.75,22.775510204081634,36.5,95.0,field,Kings XI Punjab,AK Chaudhary,HDPK Dharmasena,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,Royal Challengers Bangalore
554,Visakhapatnam,2016-05-10,male,T20,A Zampa,Sunrisers Hyderabad,Rising Pune Supergiants,9.5,6.875,0.0,23.515463917525775,bat,Sunrisers Hyderabad,CB Gaffaney,VK Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,0,Sunrisers Hyderabad
555,Bangalore,2016-05-11,male,T20,KH Pandya,Royal Challengers Bangalore,Mumbai Indians,31.428571428571427,22.848484848484848,21.666666666666668,33.645161290322584,field,Mumbai Indians,AY Dandekar,C Shamshuddin,M Chinnaswamy Stadium,0,6,Mumbai Indians
556,Hyderabad,2016-05-12,male,T20,CH Morris,Sunrisers Hyderabad,Delhi Daredevils,5.857142857142857,22.4,25.743589743589745,29.114285714285714,field,Delhi Daredevils,K Bharatan,M Erasmus,"Rajiv Gandhi International Stadium, Uppal",0,7,Delhi Daredevils
557,Visakhapatnam,2016-05-13,male,T20,MP Stoinis,Mumbai Indians,Kings XI Punjab,16.25,22.652173913043477,13.666666666666666,46.94117647058823,bat,Mumbai Indians,HDPK Dharmasena,CK Nandan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,7,Kings XI Punjab
558,Bangalore,2016-05-14,male,T20,AB de Villiers,Royal Challengers Bangalore,Gujarat Lions,33.653333333333336,37.6219512195122,0.0,2.0,field,Gujarat Lions,AY Dandekar,VK Sharma,M Chinnaswamy Stadium,144,0,Royal Challengers Bangalore
559,Kolkata,2016-05-14,male,T20,YK Pathan,Rising Pune Supergiants,Kolkata Knight Riders,38.626506024096386,19.1875,30.632183908045977,8.0,bat,Rising Pune Supergiants,A Nand Kishore,BNJ Oxenford,Eden Gardens,0,8,Kolkata Knight Riders
560,Chandigarh,2016-05-15,male,T20,HM Amla,Kings XI Punjab,Sunrisers Hyderabad,37.69230769230769,24.128205128205128,26.0,23.246376811594203,bat,Kings XI Punjab,KN Ananthapadmanabhan,M Erasmus,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,7,Sunrisers Hyderabad
561,Visakhapatnam,2016-05-15,male,T20,KH Pandya,Mumbai Indians,Delhi Daredevils,22.2,25.82051282051282,8.692307692307692,35.0,field,Delhi Daredevils,Nitin Menon,CK Nandan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,80,0,Mumbai Indians
562,Kolkata,2016-05-16,male,T20,V Kohli,Kolkata Knight Riders,Royal Challengers Bangalore,26.09090909090909,27.906666666666666,39.36708860759494,26.133333333333333,field,Royal Challengers Bangalore,CB Gaffaney,A Nand Kishore,Eden Gardens,0,9,Royal Challengers Bangalore
563,Visakhapatnam,2016-05-17,male,T20,AB Dinda,Delhi Daredevils,Rising Pune Supergiants,36.857142857142854,33.56666666666667,35.413333333333334,54.76923076923077,field,Rising Pune Supergiants,Nitin Menon,C Shamshuddin,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,19,0,Rising Pune Supergiants
564,Bangalore,2016-05-18,male,T20,V Kohli,Royal Challengers Bangalore,Kings XI Punjab,32.19047619047619,23.72463768115942,19.0,44.625,field,Kings XI Punjab,KN Ananthapadmanabhan,M Erasmus,M Chinnaswamy Stadium,82,0,Royal Challengers Bangalore
565,Kanpur,2016-05-19,male,T20,DR Smith,Kolkata Knight Riders,Gujarat Lions,11.454545454545455,23.11864406779661,33.9327731092437,28.053333333333335,field,Gujarat Lions,AK Chaudhary,CK Nandan,Green Park,0,6,Gujarat Lions
566,Raipur,2016-05-20,male,T20,KK Nair,Sunrisers Hyderabad,Delhi Daredevils,9.1875,24.142857142857142,27.0625,24.602564102564102,field,Delhi Daredevils,A Nand Kishore,BNJ Oxenford,Shaheed Veer Narayan Singh International Stadium,0,6,Delhi Daredevils
567,Visakhapatnam,2016-05-21,male,T20,MS Dhoni,Kings XI Punjab,Rising Pune Supergiants,21.857142857142858,33.25806451612903,39.397590361445786,28.325581395348838,bat,Kings XI Punjab,HDPK Dharmasena,Nitin Menon,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,4,Rising Pune Supergiants
568,Kanpur,2016-05-21,male,T20,SK Raina,Mumbai Indians,Gujarat Lions,13.0,37.154761904761905,23.16417910447761,24.114285714285714,field,Gujarat Lions,AK Chaudhary,CK Nandan,Green Park,0,6,Gujarat Lions
569,Kolkata,2016-05-22,male,T20,YK Pathan,Kolkata Knight Riders,Sunrisers Hyderabad,22.857142857142858,24.375,17.866666666666667,34.5,field,Sunrisers Hyderabad,KN Ananthapadmanabhan,M Erasmus,Eden Gardens,22,0,Kolkata Knight Riders
570,Raipur,2016-05-22,male,T20,V Kohli,Delhi Daredevils,Royal Challengers Bangalore,40.714285714285715,27.623376623376622,38.61904761904762,27.428571428571427,field,Royal Challengers Bangalore,A Nand Kishore,BNJ Oxenford,Shaheed Veer Narayan Singh International Stadium,0,6,Royal Challengers Bangalore
571,Bangalore,2016-05-24,male,T20,AB de Villiers,Gujarat Lions,Royal Challengers Bangalore,12.285714285714286,27.375,39.5,37.55952380952381,field,Royal Challengers Bangalore,AK Chaudhary,HDPK Dharmasena,M Chinnaswamy Stadium,0,4,Royal Challengers Bangalore
572,Delhi,2016-05-25,male,T20,MC Henriques,Sunrisers Hyderabad,Kolkata Knight Riders,20.666666666666668,27.74025974025974,6.714285714285714,23.734939759036145,field,Kolkata Knight Riders,M Erasmus,C Shamshuddin,Feroz Shah Kotla,22,0,Sunrisers Hyderabad
573,Delhi,2016-05-27,male,T20,DA Warner,Gujarat Lions,Sunrisers Hyderabad,12.714285714285714,23.49411764705882,38.19767441860465,37.95238095238095,field,Sunrisers Hyderabad,M Erasmus,CK Nandan,Feroz Shah Kotla,0,4,Sunrisers Hyderabad
574,Bangalore,2016-05-29,male,T20,BCJ Cutting,Sunrisers Hyderabad,Royal Challengers Bangalore,24.333333333333332,27.37037037037037,41.5,23.83529411764706,bat,Sunrisers Hyderabad,HDPK Dharmasena,BNJ Oxenford,M Chinnaswamy Stadium,8,0,Sunrisers Hyderabad
575,Hyderabad,2017-04-05,male,T20,Yuvraj Singh,Sunrisers Hyderabad,Royal Challengers Bangalore,29.666666666666668,27.876543209876544,5.0,24.333333333333332,field,Royal Challengers Bangalore,AY Dandekar,NJ Llong,"Rajiv Gandhi International Stadium, Uppal",35,0,Sunrisers Hyderabad
576,Pune,2017-04-06,male,T20,SPD Smith,Mumbai Indians,Rising Pune Supergiant,15.916666666666666,30.0,38.6764705882353,31.875,field,Rising Pune Supergiant,A Nand Kishore,S Ravi,Maharashtra Cricket Association Stadium,0,7,Rising Pune Supergiant
577,Rajkot,2017-04-07,male,T20,CA Lynn,Gujarat Lions,Kolkata Knight Riders,34.14754098360656,29.0,45.5,24.26388888888889,field,Kolkata Knight Riders,Nitin Menon,CK Nandan,Saurashtra Cricket Association Stadium,0,10,Kolkata Knight Riders
578,Indore,2017-04-08,male,T20,GJ Maxwell,Rising Pune Supergiant,Kings XI Punjab,29.652173913043477,22.392857142857142,24.666666666666668,68.0,field,Kings XI Punjab,AK Chaudhary,C Shamshuddin,Holkar Cricket Stadium,0,6,Kings XI Punjab
579,Bangalore,2017-04-08,male,T20,KM Jadhav,Royal Challengers Bangalore,Delhi Daredevils,3.0,24.386363636363637,10.678571428571429,37.6875,bat,Royal Challengers Bangalore,,,M Chinnaswamy Stadium,15,0,Royal Challengers Bangalore
580,Hyderabad,2017-04-09,male,T20,Rashid Khan,Gujarat Lions,Sunrisers Hyderabad,5.0,23.337078651685392,39.13636363636363,5.0,field,Sunrisers Hyderabad,A Deshmukh,NJ Llong,"Rajiv Gandhi International Stadium, Uppal",0,9,Sunrisers Hyderabad
581,Mumbai,2017-04-09,male,T20,N Rana,Kolkata Knight Riders,Mumbai Indians,6.0,25.18918918918919,18.333333333333332,33.54545454545455,field,Mumbai Indians,Nitin Menon,CK Nandan,Wankhede Stadium,0,4,Mumbai Indians
582,Indore,2017-04-10,male,T20,AR Patel,Royal Challengers Bangalore,Kings XI Punjab,40.109756097560975,25.1,25.76923076923077,22.372881355932204,bat,Royal Challengers Bangalore,AK Chaudhary,C Shamshuddin,Holkar Cricket Stadium,0,8,Kings XI Punjab
583,Pune,2017-04-11,male,T20,SV Samson,Delhi Daredevils,Rising Pune Supergiant,40.875,109.0,2.6,37.4,field,Rising Pune Supergiant,AY Dandekar,S Ravi,Maharashtra Cricket Association Stadium,97,0,Delhi Daredevils
584,Mumbai,2017-04-12,male,T20,JJ Bumrah,Sunrisers Hyderabad,Mumbai Indians,8.777777777777779,35.666666666666664,16.06122448979592,27.11764705882353,field,Mumbai Indians,Nitin Menon,CK Nandan,Wankhede Stadium,0,4,Mumbai Indians
585,Kolkata,2017-04-13,male,T20,SP Narine,Kings XI Punjab,Kolkata Knight Riders,11.5,34.0,27.5,30.444444444444443,field,Kolkata Knight Riders,A Deshmukh,NJ Llong,Eden Gardens,0,8,Kolkata Knight Riders
586,Bangalore,2017-04-14,male,T20,KA Pollard,Royal Challengers Bangalore,Mumbai Indians,21.114285714285714,37.0,19.25,42.0,field,Mumbai Indians,KN Ananthapadmanabhan,AK Chaudhary,M Chinnaswamy Stadium,0,4,Mumbai Indians
587,Rajkot,2017-04-14,male,T20,AJ Tye,Rising Pune Supergiant,Gujarat Lions,5.0,3.6,27.653061224489797,5.0,field,Gujarat Lions,A Nand Kishore,S Ravi,Saurashtra Cricket Association Stadium,0,7,Gujarat Lions
588,Kolkata,2017-04-15,male,T20,RV Uthappa,Kolkata Knight Riders,Sunrisers Hyderabad,30.63736263736264,22.326315789473686,21.228571428571428,36.5,field,Sunrisers Hyderabad,AY Dandekar,NJ Llong,Eden Gardens,17,0,Kolkata Knight Riders
589,Delhi,2017-04-15,male,T20,CJ Anderson,Delhi Daredevils,Kings XI Punjab,35.0,23.25862068965517,17.53846153846154,23.229166666666668,bat,Delhi Daredevils,YC Barde,Nitin Menon,Feroz Shah Kotla,51,0,Delhi Daredevils
590,Mumbai,2017-04-16,male,T20,N Rana,Gujarat Lions,Mumbai Indians,24.24770642201835,38.53333333333333,32.96638655462185,37.85057471264368,field,Mumbai Indians,A Nand Kishore,S Ravi,Wankhede Stadium,0,6,Mumbai Indians
591,Bangalore,2017-04-16,male,T20,BA Stokes,Rising Pune Supergiant,Royal Challengers Bangalore,29.625,25.333333333333332,6.0,36.75,field,Royal Challengers Bangalore,KN Ananthapadmanabhan,C Shamshuddin,M Chinnaswamy Stadium,27,0,Rising Pune Supergiant
592,Delhi,2017-04-17,male,T20,NM Coulter-Nile,Delhi Daredevils,Kolkata Knight Riders,3.3333333333333335,30.666666666666668,28.732394366197184,23.6046511627907,bat,Delhi Daredevils,Nitin Menon,CK Nandan,Feroz Shah Kotla,0,4,Kolkata Knight Riders
593,Hyderabad,2017-04-17,male,T20,B Kumar,Sunrisers Hyderabad,Kings XI Punjab,8.0,23.508474576271187,7.8,47.714285714285715,field,Kings XI Punjab,AY Dandekar,A Deshmukh,"Rajiv Gandhi International Stadium, Uppal",5,0,Sunrisers Hyderabad
594,Rajkot,2017-04-18,male,T20,CH Gayle,Royal Challengers Bangalore,Gujarat Lions,25.548387096774192,29.73076923076923,5.0,30.25,field,Gujarat Lions,S Ravi,VK Sharma,Saurashtra Cricket Association Stadium,21,0,Royal Challengers Bangalore
595,Hyderabad,2017-04-19,male,T20,KS Williamson,Sunrisers Hyderabad,Delhi Daredevils,26.774193548387096,26.92,27.0,45.75,bat,Sunrisers Hyderabad,CB Gaffaney,NJ Llong,"Rajiv Gandhi International Stadium, Uppal",15,0,Sunrisers Hyderabad
596,Indore,2017-04-20,male,T20,JC Buttler,Kings XI Punjab,Mumbai Indians,39.1,19.20408163265306,44.875,25.37837837837838,field,Mumbai Indians,M Erasmus,C Shamshuddin,Holkar Cricket Stadium,0,8,Mumbai Indians
597,Kolkata,2017-04-21,male,T20,SK Raina,Kolkata Knight Riders,Gujarat Lions,21.652173913043477,75.5,23.420289855072465,21.923076923076923,field,Gujarat Lions,CB Gaffaney,Nitin Menon,Eden Gardens,0,4,Gujarat Lions
598,Mumbai,2017-04-22,male,T20,MJ McClenaghan,Mumbai Indians,Delhi Daredevils,10.615384615384615,22.71698113207547,12.5,57.75,field,Delhi Daredevils,A Nand Kishore,S Ravi,Wankhede Stadium,14,0,Mumbai Indians
599,Pune,2017-04-22,male,T20,MS Dhoni,Sunrisers Hyderabad,Rising Pune Supergiant,28.548387096774192,27.6,38.98850574712644,51.375,field,Rising Pune Supergiant,AY Dandekar,A Deshmukh,Maharashtra Cricket Association Stadium,0,6,Rising Pune Supergiant
600,Rajkot,2017-04-23,male,T20,HM Amla,Kings XI Punjab,Gujarat Lions,24.385964912280702,98.0,24.36936936936937,24.0327868852459,field,Gujarat Lions,AK Chaudhary,M Erasmus,Saurashtra Cricket Association Stadium,26,0,Kings XI Punjab
601,Kolkata,2017-04-23,male,T20,NM Coulter-Nile,Kolkata Knight Riders,Royal Challengers Bangalore,4.0,21.477272727272727,3.0,8.0,field,Royal Challengers Bangalore,CB Gaffaney,CK Nandan,Eden Gardens,82,0,Kolkata Knight Riders
602,Mumbai,2017-04-24,male,T20,BA Stokes,Rising Pune Supergiant,Mumbai Indians,5.0,35.371428571428574,15.92,29.105263157894736,field,Mumbai Indians,A Nand Kishore,S Ravi,Wankhede Stadium,3,0,Rising Pune Supergiant
603,Pune,2017-04-26,male,T20,RV Uthappa,Rising Pune Supergiant,Kolkata Knight Riders,18.238095238095237,30.902439024390244,5.0,40.0,field,Kolkata Knight Riders,AY Dandekar,NJ Llong,Maharashtra Cricket Association Stadium,0,7,Kolkata Knight Riders
604,Bangalore,2017-04-27,male,T20,AJ Tye,Royal Challengers Bangalore,Gujarat Lions,2.3333333333333335,29.296296296296298,34.7007874015748,5.0,field,Gujarat Lions,AK Chaudhary,C Shamshuddin,M Chinnaswamy Stadium,0,7,Gujarat Lions
605,Kolkata,2017-04-28,male,T20,G Gambhir,Delhi Daredevils,Kolkata Knight Riders,5.0,19.5625,32.08,19.666666666666668,field,Kolkata Knight Riders,NJ Llong,S Ravi,Eden Gardens,0,7,Kolkata Knight Riders
606,Chandigarh,2017-04-28,male,T20,Rashid Khan,Sunrisers Hyderabad,Kings XI Punjab,35.44444444444444,25.513157894736842,8.25,23.88679245283019,field,Kings XI Punjab,Nitin Menon,CK Nandan,"Punjab Cricket Association IS Bindra Stadium, Mohali",26,0,Sunrisers Hyderabad
607,Pune,2017-04-29,male,T20,LH Ferguson,Rising Pune Supergiant,Royal Challengers Bangalore,38.68539325842696,22.636363636363637,27.5,34.21739130434783,field,Royal Challengers Bangalore,KN Ananthapadmanabhan,M Erasmus,Maharashtra Cricket Association Stadium,61,0,Rising Pune Supergiant
608,Rajkot,2017-04-29,male,T20,KH Pandya,Gujarat Lions,Mumbai Indians,5.0,25.04255319148936,5.0625,33.8875,bat,Gujarat Lions,AK Chaudhary,CB Gaffaney,Saurashtra Cricket Association Stadium,0,0,tie
609,Chandigarh,2017-04-30,male,T20,Sandeep Sharma,Delhi Daredevils,Kings XI Punjab,2.1818181818181817,25.22077922077922,32.5,36.31428571428572,field,Kings XI Punjab,YC Barde,CK Nandan,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,10,Kings XI Punjab
610,Hyderabad,2017-04-30,male,T20,DA Warner,Sunrisers Hyderabad,Kolkata Knight Riders,25.020408163265305,20.65625,4.75,36.38461538461539,field,Kolkata Knight Riders,AY Dandekar,S Ravi,"Rajiv Gandhi International Stadium, Uppal",48,0,Sunrisers Hyderabad
611,Mumbai,2017-05-01,male,T20,RG Sharma,Royal Challengers Bangalore,Mumbai Indians,3.5,24.22,33.17213114754098,28.61904761904762,bat,Royal Challengers Bangalore,AK Chaudhary,CB Gaffaney,Wankhede Stadium,0,5,Mumbai Indians
612,Pune,2017-05-01,male,T20,BA Stokes,Gujarat Lions,Rising Pune Supergiant,7.0,27.53488372093023,19.047619047619047,29.410714285714285,field,Rising Pune Supergiant,M Erasmus,C Shamshuddin,Maharashtra Cricket Association Stadium,0,5,Rising Pune Supergiant
613,Delhi,2017-05-02,male,T20,Mohammed Shami,Sunrisers Hyderabad,Delhi Daredevils,25.73469387755102,45.333333333333336,32.06666666666667,31.92105263157895,field,Delhi Daredevils,YC Barde,Nitin Menon,Feroz Shah Kotla,0,6,Delhi Daredevils
614,Kolkata,2017-05-03,male,T20,RA Tripathi,Kolkata Knight Riders,Rising Pune Supergiant,12.571428571428571,36.285714285714285,19.476190476190474,17.0,field,Rising Pune Supergiant,KN Ananthapadmanabhan,A Nand Kishore,Eden Gardens,0,4,Rising Pune Supergiant
615,Delhi,2017-05-04,male,T20,RR Pant,Gujarat Lions,Delhi Daredevils,23.5,45.285714285714285,33.266666666666666,30.089285714285715,field,Delhi Daredevils,M Erasmus,Nitin Menon,Feroz Shah Kotla,0,7,Delhi Daredevils
616,Bangalore,2017-05-05,male,T20,Sandeep Sharma,Kings XI Punjab,Royal Challengers Bangalore,19.137931034482758,28.788235294117648,25.0,24.88607594936709,field,Royal Challengers Bangalore,CB Gaffaney,C Shamshuddin,M Chinnaswamy Stadium,19,0,Kings XI Punjab
617,Hyderabad,2017-05-06,male,T20,JD Unadkat,Rising Pune Supergiant,Sunrisers Hyderabad,5.0,30.055555555555557,5.0,24.84,field,Sunrisers Hyderabad,KN Ananthapadmanabhan,AK Chaudhary,"Rajiv Gandhi International Stadium, Uppal",12,0,Rising Pune Supergiant
618,Delhi,2017-05-06,male,T20,LMP Simmons,Mumbai Indians,Delhi Daredevils,22.4,33.0,8.285714285714286,28.232558139534884,field,Delhi Daredevils,Nitin Menon,CK Nandan,Feroz Shah Kotla,146,0,Mumbai Indians
619,Bangalore,2017-05-07,male,T20,SP Narine,Royal Challengers Bangalore,Kolkata Knight Riders,33.833333333333336,30.666666666666668,28.473684210526315,28.285714285714285,field,Kolkata Knight Riders,AY Dandekar,C Shamshuddin,M Chinnaswamy Stadium,0,6,Kolkata Knight Riders
620,Chandigarh,2017-05-07,male,T20,DR Smith,Kings XI Punjab,Gujarat Lions,19.20689655172414,38.3,24.87719298245614,58.0,field,Gujarat Lions,A Nand Kishore,VK Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,6,Gujarat Lions
621,Hyderabad,2017-05-08,male,T20,S Dhawan,Mumbai Indians,Sunrisers Hyderabad,7.285714285714286,21.97222222222222,16.0,33.35,bat,Mumbai Indians,KN Ananthapadmanabhan,M Erasmus,"Rajiv Gandhi International Stadium, Uppal",0,7,Sunrisers Hyderabad
622,Chandigarh,2017-05-09,male,T20,MM Sharma,Kings XI Punjab,Kolkata Knight Riders,31.0,31.571428571428573,11.5,22.414285714285715,field,Kolkata Knight Riders,A Nand Kishore,S Ravi,"Punjab Cricket Association IS Bindra Stadium, Mohali",14,0,Kings XI Punjab
623,Kanpur,2017-05-10,male,T20,SS Iyer,Gujarat Lions,Delhi Daredevils,21.625,33.42857142857143,11.428571428571429,38.90909090909091,field,Delhi Daredevils,YC Barde,AK Chaudhary,Green Park,0,2,Delhi Daredevils
