,city,date,gender,match_type,player of the match,team 1,team 2,toss_decision,toss_winner,umpire_1,umpire_2,venue,win_by_runs,win_by_wickets,winner
168,Wellington,2007-02-16,male,ODI,SE Bond,New Zealand,Australia,field,New Zealand,Aleem Dar,BF Bowden,Westpac Stadium,0,10,New Zealand
169,Auckland,2007-02-18,male,ODI,LRPL Taylor,New Zealand,Australia,field,New Zealand,Aleem Dar,AL Hill,Eden Park,0,5,New Zealand
170,Hamilton,2007-02-20,male,ODI,ML Hayden,New Zealand,Australia,bat,Australia,Aleem Dar,GAV Baxter,Seddon Park,0,1,New Zealand
171,Bloemfontein,2006-09-15,male,ODI,HH Dippenaar,South Africa,Zimbabwe,bat,Zimbabwe,DJ Harper,BG Jerling,Goodyear Park,0,5,South Africa
172,Kuala Lumpur,2006-09-14,male,ODI,SR Tendulkar,India,West Indies,bat,India,Asad Rauf,MR Benson,Kinrara Academy Oval,29,0,West Indies
173,Kuala Lumpur,2006-09-16,male,ODI,,Australia,India,bat,Australia,MR Benson,AL Hill,Kinrara Academy Oval,0,0,no result
174,Kuala Lumpur,2006-09-18,male,ODI,MEK Hussey,Australia,West Indies,bat,Australia,Asad Rauf,AL Hill,Kinrara Academy Oval,0,3,West Indies
175,Kuala Lumpur,2006-09-20,male,ODI,Harbhajan Singh,India,West Indies,bat,India,MR Benson,AL Hill,Kinrara Academy Oval,16,0,India
176,Kuala Lumpur,2006-09-22,male,ODI,B Lee,Australia,India,bat,Australia,Asad Rauf,MR Benson,Kinrara Academy Oval,18,0,Australia
177,Kuala Lumpur,2006-09-24,male,ODI,B Lee,Australia,West Indies,bat,Australia,Asad Rauf,MR Benson,Kinrara Academy Oval,127,0,Australia
178,Colombo,2006-08-18,male,ODI,,Sri Lanka,India,bat,India,BF Bowden,EAR de Silva,Sinhalese Sports Club Ground,0,0,no result
179,Potchefstroom,2006-09-20,male,ODI,MV Boucher,South Africa,Zimbabwe,bat,South Africa,DJ Harper,BG Jerling,Sedgars Park,171,0,South Africa
180,Faisalabad,2006-12-07,male,ODI,Inzamam-ul-Haq,Pakistan,West Indies,field,Pakistan,Aleem Dar,DJ Harper,Iqbal Stadium,0,2,Pakistan
181,Lahore,2006-12-10,male,ODI,Naved-ul-Hasan,Pakistan,West Indies,field,Pakistan,Asad Rauf,NJ Llong,Gaddafi Stadium,0,7,Pakistan
182,,2006-12-13,male,ODI,MN Samuels,Pakistan,West Indies,bat,Pakistan,NJ Llong,Zameer Haider,Multan Cricket Stadium,0,7,West Indies
183,Karachi,2006-12-16,male,ODI,Naved-ul-Hasan,Pakistan,West Indies,field,Pakistan,Asad Rauf,NJ Llong,National Stadium,0,7,Pakistan
184,London,2007-07-01,male,ODI,FH Edwards,England,West Indies,field,West Indies,BG Jerling,NJ Llong,Lord's,79,0,England
185,Birmingham,2007-07-04,male,ODI,S Chanderpaul,England,West Indies,field,England,BG Jerling,NJ Llong,Edgbaston,61,0,West Indies
186,Nottingham,2007-07-07,male,ODI,DBL Powell,England,West Indies,bat,West Indies,MR Benson,BG Jerling,Trent Bridge,93,0,West Indies
187,Southampton,2007-08-21,male,ODI,IR Bell,England,India,field,India,MR Benson,BR Doctrove,The Rose Bowl,104,0,England
188,Bristol,2007-08-24,male,ODI,R Dravid,England,India,bat,India,BR Doctrove,IJ Gould,County Ground,9,0,India
189,Birmingham,2007-08-27,male,ODI,IR Bell,England,India,field,India,MR Benson,BR Doctrove,Edgbaston,42,0,England
190,Manchester,2007-08-30,male,ODI,SCJ Broad,England,India,bat,India,Aleem Dar,IJ Gould,Old Trafford,0,3,England
191,Leeds,2007-09-02,male,ODI,SC Ganguly,England,India,field,England,Aleem Dar,NJ Llong,Headingley,38,0,India
192,London,2007-09-05,male,ODI,SR Tendulkar,England,India,bat,England,Aleem Dar,PJ Hartley,Kennington Oval,0,2,India
193,London,2007-09-08,male,ODI,KP Pietersen,England,India,bat,India,Aleem Dar,IJ Gould,Lord's,0,7,England
194,Potchefstroom,2006-11-27,male,ODI,S Dhaniram,Bermuda,Canada,field,Canada,JJ Luck,RB Tiffin,Sedgars Park,0,5,Canada
195,Benoni,2006-12-02,male,ODI,S Mukuddem,Bermuda,Netherlands,bat,Netherlands,SR Modi,RB Tiffin,Willowmoore Park,0,6,Bermuda
196,Benoni,2006-11-30,male,ODI,GR Codrington,Bermuda,Canada,field,Canada,SR Modi,RB Tiffin,Willowmoore Park,0,3,Canada
197,Benoni,2006-12-01,male,ODI,WF Stelling,Canada,Netherlands,field,Netherlands,SR Modi,RB Tiffin,Willowmoore Park,0,1,Netherlands
198,East London,2006-09-18,male,ODI,AJ Hall,South Africa,Zimbabwe,bat,Zimbabwe,DJ Harper,IL Howell,Buffalo Park,0,6,South Africa
199,Bogra,2006-12-03,male,ODI,SC Williams,Bangladesh,Zimbabwe,field,Bangladesh,Enamul Haque,Nadeem Ghauri,Shaheed Chandu Stadium,0,6,Bangladesh
200,Bogra,2006-12-05,male,ODI,Abdur Razzak,Bangladesh,Zimbabwe,field,Zimbabwe,Enamul Haque,SL Shastri,Shaheed Chandu Stadium,26,0,Bangladesh
201,Mirpur,2006-12-08,male,ODI,Aftab Ahmed,Bangladesh,Zimbabwe,field,Bangladesh,Nadeem Ghauri,Nadir Shah,Shere Bangla National Stadium,0,8,Bangladesh
202,Mirpur,2006-12-09,male,ODI,GB Brent,Bangladesh,Zimbabwe,field,Bangladesh,Nadir Shah,SL Shastri,Shere Bangla National Stadium,0,3,Bangladesh
203,Nairobi,2007-02-02,male,ODI,JM Davison,Bermuda,Canada,field,Bermuda,DB Hair,TH Wijewardene,Gymkhana Club Ground,56,0,Canada
204,Nairobi,2007-02-04,male,ODI,RN ten Doeschate,Bermuda,Netherlands,field,Netherlands,Shahul Hameed,TH Wijewardene,Ruaraka Sports Club Ground,0,8,Netherlands
205,Nairobi,2007-02-04,male,ODI,RM Haq,Kenya,Scotland,bat,Scotland,GAV Baxter,DB Hair,Gymkhana Club Ground,77,0,Scotland
206,Nairobi,2007-02-05,male,ODI,TM Odoyo,Kenya,Canada,bat,Kenya,R Dill,TH Wijewardene,Jaffery Sports Club Ground,158,0,Kenya
207,Chennai,2007-01-27,male,ODI,MN Samuels,India,West Indies,field,West Indies,BF Bowden,SL Shastri,"MA Chidambaram Stadium, Chepauk",0,3,West Indies
208,Vadodara,2007-01-31,male,ODI,SR Tendulkar,India,West Indies,field,West Indies,BF Bowden,AM Saheba,Indian Petrochemicals Corporation Limited Sports Complex Ground,160,0,India
209,Kolkata,2007-02-08,male,ODI,,India,Sri Lanka,field,India,SL Shastri,SJA Taufel,Eden Gardens,0,0,no result
210,Rajkot,2007-02-11,male,ODI,KC Sangakkara,India,Sri Lanka,field,India,SL Shastri,SJA Taufel,Madhavrao Scindia Cricket Ground,5,0,Sri Lanka
211,Visakhapatnam,2007-02-17,male,ODI,LPC Silva,India,Sri Lanka,field,India,AM Saheba,SJA Taufel,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,0,7,India
212,Margao,2007-02-14,male,ODI,Z Khan,India,Sri Lanka,bat,Sri Lanka,AM Saheba,SJA Taufel,"Nehru Stadium, Fatorda",0,5,India
213,Glasgow,2007-08-16,male,ODI,G Gambhir,Scotland,India,field,India,IJ Gould,IL Howell,Titwood,0,7,India
214,Mirpur,2007-05-10,male,ODI,MS Dhoni,Bangladesh,India,bat,Bangladesh,EAR de Silva,Nadir Shah,Shere Bangla National Stadium,0,5,India
215,Mirpur,2007-05-12,male,ODI,G Gambhir,Bangladesh,India,bat,India,EAR de Silva,Enamul Haque,Shere Bangla National Stadium,46,0,India
216,Bangalore,2007-06-06,male,ODI,SM Pollock,Africa XI,Asia XI,bat,Asia XI,AL Hill,PD Parker,M Chinnaswamy Stadium,34,0,Asia XI
217,Chennai,2007-06-09,male,ODI,CRD Fernando,Africa XI,Asia XI,bat,Asia XI,AL Hill,PD Parker,"MA Chidambaram Stadium, Chepauk",31,0,Asia XI
218,Chennai,2007-06-10,male,ODI,MS Dhoni,Africa XI,Asia XI,bat,Asia XI,AL Hill,PD Parker,"MA Chidambaram Stadium, Chepauk",13,0,Asia XI
219,,2007-10-01,male,ODI,MF Maharoof,Sri Lanka,England,bat,Sri Lanka,EAR de Silva,RE Koertzen,Rangiri Dambulla International Stadium,119,0,Sri Lanka
220,,2007-10-04,male,ODI,OA Shah,Sri Lanka,England,bat,England,RE Koertzen,TH Wijewardene,Rangiri Dambulla International Stadium,65,0,England
221,Colombo,2007-10-10,male,ODI,AN Cook,Sri Lanka,England,bat,Sri Lanka,RE Koertzen,TH Wijewardene,R Premadasa Stadium,0,5,England
222,Colombo,2007-10-13,male,ODI,CRD Fernando,Sri Lanka,England,bat,Sri Lanka,EAR de Silva,RE Koertzen,R Premadasa Stadium,107,0,Sri Lanka
223,,2007-12-14,male,ODI,RT Ponting,Australia,New Zealand,bat,New Zealand,MR Benson,SJ Davis,Adelaide Oval,0,7,Australia
224,,2007-12-16,male,ODI,,Australia,New Zealand,bat,New Zealand,MR Benson,SJ Davis,Sydney Cricket Ground,0,0,no result
225,Hobart,2007-12-20,male,ODI,RT Ponting,Australia,New Zealand,field,New Zealand,MR Benson,PD Parker,Bellerive Oval,114,0,Australia
226,Brisbane,2008-02-03,male,ODI,,Australia,India,bat,India,SJ Davis,RE Koertzen,"Brisbane Cricket Ground, Woolloongabba",0,0,no result
227,Brisbane,2008-02-05,male,ODI,,India,Sri Lanka,bat,India,SJ Davis,RE Koertzen,"Brisbane Cricket Ground, Woolloongabba",0,0,no result
228,,2008-02-08,male,ODI,NW Bracken,Australia,Sri Lanka,bat,Australia,AL Hill,SJA Taufel,Sydney Cricket Ground,128,0,Australia
229,,2008-02-10,male,ODI,I Sharma,Australia,India,bat,Australia,RE Koertzen,SJA Taufel,Melbourne Cricket Ground,0,5,India
230,Perth,2008-02-15,male,ODI,AC Gilchrist,Australia,Sri Lanka,bat,Australia,DJ Harper,RE Koertzen,Western Australia Cricket Association Ground,63,0,Australia
231,,2008-02-17,male,ODI,MJ Clarke,Australia,India,bat,Australia,AL Hill,PD Parker,Adelaide Oval,50,0,Australia
232,,2008-02-19,male,ODI,KC Sangakkara,India,Sri Lanka,bat,Sri Lanka,AL Hill,PD Parker,Adelaide Oval,0,2,India
233,,2008-02-22,male,ODI,MEK Hussey,Australia,Sri Lanka,field,Sri Lanka,RE Koertzen,SJA Taufel,Melbourne Cricket Ground,24,0,Australia
234,,2008-02-24,male,ODI,RT Ponting,Australia,India,bat,Australia,DJ Harper,AL Hill,Sydney Cricket Ground,18,0,Australia
235,Hobart,2008-02-26,male,ODI,P Kumar,India,Sri Lanka,field,India,RE Koertzen,SJA Taufel,Bellerive Oval,0,7,India
236,,2008-02-29,male,ODI,AC Gilchrist,Australia,Sri Lanka,bat,Sri Lanka,DJ Harper,AL Hill,Melbourne Cricket Ground,13,0,Sri Lanka
237,,2008-03-02,male,ODI,SR Tendulkar,Australia,India,bat,Australia,DJ Harper,RE Koertzen,Sydney Cricket Ground,0,6,India
238,Brisbane,2008-03-04,male,ODI,P Kumar,Australia,India,bat,India,AL Hill,SJA Taufel,"Brisbane Cricket Ground, Woolloongabba",9,0,India
239,Belfast,2007-06-23,male,ODI,G Gambhir,Ireland,India,field,India,MR Benson,BF Bowden,"Civil Service Cricket Club, Stormont",0,9,India
240,Belfast,2007-06-24,male,ODI,AR Cusack,Ireland,South Africa,field,Ireland,Aleem Dar,BF Bowden,"Civil Service Cricket Club, Stormont",42,0,South Africa
241,Belfast,2007-06-26,male,ODI,JH Kallis,India,South Africa,field,South Africa,Aleem Dar,MR Benson,"Civil Service Cricket Club, Stormont",0,4,South Africa
242,Belfast,2007-06-29,male,ODI,SR Tendulkar,India,South Africa,field,India,MR Benson,BF Bowden,"Civil Service Cricket Club, Stormont",0,6,India
243,Belfast,2007-07-01,male,ODI,Yuvraj Singh,India,South Africa,field,India,Aleem Dar,MR Benson,"Civil Service Cricket Club, Stormont",0,6,India
244,Colombo,2007-07-20,male,ODI,CRD Fernando,Sri Lanka,Bangladesh,field,Bangladesh,EAR de Silva,RE Koertzen,P Saravanamuttu Stadium,70,0,Sri Lanka
245,Colombo,2007-07-23,male,ODI,ST Jayasuriya,Sri Lanka,Bangladesh,field,Sri Lanka,RE Koertzen,TH Wijewardene,R Premadasa Stadium,0,5,Sri Lanka
246,Colombo,2007-07-25,male,ODI,J Mubarak,Sri Lanka,Bangladesh,field,Bangladesh,EAR de Silva,RE Koertzen,R Premadasa Stadium,39,0,Sri Lanka
247,Belfast,2007-07-13,male,ODI,,Netherlands,Scotland,bat,Scotland,DB Hair,Shahul Hameed,"Civil Service Cricket Club, Stormont",0,0,no result
248,Dublin,2007-07-14,male,ODI,,Ireland,West Indies,bat,Ireland,NJ Llong,AM Saheba,Clontarf Cricket Club Ground,0,0,no result
249,Nairobi,2007-10-18,male,ODI,,Kenya,Canada,field,Kenya,M Erasmus,BB Pradhan,Gymkhana Club Ground,0,4,Kenya
250,Nairobi,2007-10-20,male,ODI,,Kenya,Canada,bat,Canada,M Erasmus,BB Pradhan,Gymkhana Club Ground,0,4,Kenya
251,Chester-le-Street,2008-06-15,male,ODI,KP Pietersen,England,New Zealand,field,New Zealand,SJ Davis,NJ Llong,Riverside Ground,114,0,England
252,Birmingham,2008-06-18,male,ODI,,England,New Zealand,field,New Zealand,SJ Davis,IJ Gould,Edgbaston,0,0,no result
253,Bristol,2008-06-21,male,ODI,KD Mills,England,New Zealand,field,England,SJ Davis,PJ Hartley,County Ground,22,0,New Zealand
254,London,2008-06-25,male,ODI,SB Styris,England,New Zealand,field,New Zealand,MR Benson,SJ Davis,Kennington Oval,0,1,New Zealand
255,London,2008-06-28,male,ODI,SB Styris,England,New Zealand,field,England,SJ Davis,NJ Llong,Lord's,51,0,New Zealand
256,Leeds,2008-08-22,male,ODI,KP Pietersen,England,South Africa,bat,England,IJ Gould,SJA Taufel,Headingley,20,0,England
257,Nottingham,2008-08-26,male,ODI,SCJ Broad,England,South Africa,bat,South Africa,MR Benson,SJA Taufel,Trent Bridge,0,10,England
258,London,2008-08-29,male,ODI,SR Patel,England,South Africa,field,South Africa,NJ Llong,SJA Taufel,Kennington Oval,126,0,England
259,London,2008-08-31,male,ODI,A Flintoff,England,South Africa,field,England,MR Benson,SJA Taufel,Lord's,0,7,England
260,Cardiff,2008-09-03,male,ODI,,England,South Africa,field,England,NJ Llong,SJA Taufel,Sophia Gardens,0,0,no result
261,Bangalore,2007-09-29,male,ODI,,India,Australia,bat,Australia,SA Bucknor,SL Shastri,M Chinnaswamy Stadium,0,0,no result
262,Kochi,2007-10-02,male,ODI,BJ Haddin,India,Australia,field,India,SA Bucknor,SL Shastri,Nehru Stadium,84,0,Australia
263,Hyderabad,2007-10-05,male,ODI,A Symonds,India,Australia,bat,Australia,SA Bucknor,SL Shastri,"Rajiv Gandhi International Stadium, Uppal",47,0,Australia
264,Chandigarh,2007-10-08,male,ODI,MS Dhoni,India,Australia,bat,India,SA Bucknor,SL Shastri,Sector 16 Stadium,8,0,India
265,Vadodara,2007-10-11,male,ODI,MG Johnson,India,Australia,bat,India,Aleem Dar,AM Saheba,Reliance Stadium,0,9,Australia
266,Nagpur,2007-10-14,male,ODI,A Symonds,India,Australia,bat,Australia,Aleem Dar,AM Saheba,Vidarbha Cricket Association Ground,18,0,Australia
267,Mumbai,2007-10-17,male,ODI,M Kartik,India,Australia,bat,Australia,Aleem Dar,AM Saheba,Wankhede Stadium,0,2,India
268,Guwahati,2007-11-05,male,ODI,MS Dhoni,India,Pakistan,bat,Pakistan,IJ Gould,AM Saheba,Nehru Stadium,0,5,India
269,Chandigarh,2007-11-08,male,ODI,Younis Khan,India,Pakistan,bat,India,IJ Gould,SL Shastri,"Punjab Cricket Association Stadium, Mohali",0,4,Pakistan
270,Kanpur,2007-11-11,male,ODI,Yuvraj Singh,India,Pakistan,field,Pakistan,IJ Gould,AM Saheba,Green Park,46,0,India
271,Gwalior,2007-11-15,male,ODI,SR Tendulkar,India,Pakistan,bat,Pakistan,BR Doctrove,AM Saheba,Captain Roop Singh Stadium,0,6,India
272,Jaipur,2007-11-18,male,ODI,Shoaib Malik,India,Pakistan,field,India,BR Doctrove,SL Shastri,Sawai Mansingh Stadium,31,0,Pakistan
273,Durban,2007-11-25,male,ODI,AB de Villiers,South Africa,New Zealand,field,South Africa,MR Benson,BG Jerling,Kingsmead,0,2,South Africa
274,Port Elizabeth,2007-11-30,male,ODI,JM How,South Africa,New Zealand,bat,South Africa,MR Benson,M Erasmus,St George's Park,0,7,New Zealand
275,Cape Town,2007-12-02,male,ODI,HH Gibbs,South Africa,New Zealand,bat,New Zealand,MR Benson,IL Howell,Newlands,0,5,South Africa
276,Centurion,2008-01-20,male,ODI,JP Duminy,South Africa,West Indies,field,South Africa,DJ Harper,RE Koertzen,SuperSport Park,0,6,South Africa
277,Cape Town,2008-01-25,male,ODI,SM Pollock,South Africa,West Indies,bat,South Africa,DJ Harper,BG Jerling,Newlands,86,0,South Africa
278,Port Elizabeth,2008-01-27,male,ODI,JH Kallis,South Africa,West Indies,bat,West Indies,DJ Harper,IL Howell,St George's Park,0,7,South Africa
279,Durban,2008-02-01,male,ODI,AB de Villiers,South Africa,West Indies,bat,West Indies,DJ Harper,IL Howell,Kingsmead,0,5,South Africa
280,Johannesburg,2008-02-03,male,ODI,HH Gibbs,South Africa,West Indies,field,South Africa,DJ Harper,BG Jerling,New Wanderers Stadium,0,8,South Africa
281,Lahore,2007-10-18,male,ODI,AB de Villiers,Pakistan,South Africa,bat,South Africa,BF Bowden,Nadeem Ghauri,Gaddafi Stadium,45,0,South Africa
282,Lahore,2007-10-20,male,ODI,Mohammad Yousuf,Pakistan,South Africa,bat,Pakistan,Asad Rauf,BF Bowden,Gaddafi Stadium,25,0,Pakistan
283,Faisalabad,2007-10-23,male,ODI,Shahid Afridi,Pakistan,South Africa,bat,South Africa,BF Bowden,Zameer Haider,Iqbal Stadium,0,6,Pakistan
284,,2007-10-26,male,ODI,SM Pollock,Pakistan,South Africa,bat,Pakistan,Aleem Dar,BF Bowden,Multan Cricket Stadium,0,7,South Africa
285,Lahore,2007-10-29,male,ODI,M Ntini,Pakistan,South Africa,bat,South Africa,BF Bowden,Nadeem Ghauri,Gaddafi Stadium,14,0,South Africa
286,Auckland,2007-12-26,male,ODI,JM How,New Zealand,Bangladesh,field,New Zealand,GAV Baxter,PD Parker,Eden Park,0,6,New Zealand
287,Napier,2007-12-28,male,ODI,PG Fulton,New Zealand,Bangladesh,bat,New Zealand,AL Hill,PD Parker,McLean Park,102,0,New Zealand
288,,2007-12-31,male,ODI,DL Vettori,New Zealand,Bangladesh,field,New Zealand,AL Hill,NJ Llong,Queenstown Events Centre,0,10,New Zealand
289,Wellington,2008-02-09,male,ODI,SB Styris,New Zealand,England,bat,England,Asad Rauf,GAV Baxter,Westpac Stadium,0,6,New Zealand
290,Hamilton,2008-02-12,male,ODI,JD Ryder,New Zealand,England,field,New Zealand,Asad Rauf,GAV Baxter,Seddon Park,0,10,New Zealand
291,Auckland,2008-02-15,male,ODI,PD Collingwood,New Zealand,England,field,England,Asad Rauf,GAV Baxter,Eden Park,0,6,England
292,Napier,2008-02-20,male,ODI,JM How,New Zealand,England,field,New Zealand,Asad Rauf,BF Bowden,McLean Park,0,0,tie
293,Christchurch,2008-02-23,male,ODI,BB McCullum,New Zealand,England,field,New Zealand,Asad Rauf,BF Bowden,AMI Stadium,34,0,New Zealand
294,Bulawayo,2007-08-22,male,ODI,GB Brent,Zimbabwe,South Africa,bat,Zimbabwe,SJ Davis,RB Tiffin,Queens Sports Club,0,5,South Africa
295,,2007-08-25,male,ODI,HH Gibbs,Zimbabwe,South Africa,field,South Africa,SJ Davis,RB Tiffin,Harare Sports Club,0,8,South Africa
296,,2007-08-26,male,ODI,AB de Villiers,Zimbabwe,South Africa,bat,South Africa,KC Barbour,SJ Davis,Harare Sports Club,28,0,South Africa
297,Nairobi,2007-10-25,male,ODI,,Kenya,Bermuda,field,Kenya,IL Howell,BB Pradhan,Gymkhana Club Ground,0,8,Kenya
298,Nairobi,2007-10-27,male,ODI,,Kenya,Bermuda,bat,Bermuda,IL Howell,BB Pradhan,Gymkhana Club Ground,0,3,Kenya
299,Nairobi,2007-10-28,male,ODI,,Kenya,Bermuda,bat,Bermuda,IL Howell,BB Pradhan,Gymkhana Club Ground,0,1,Kenya
300,,2007-11-30,male,ODI,CJ Chibhabha,Zimbabwe,West Indies,field,West Indies,KC Barbour,BG Jerling,Harare Sports Club,30,0,Zimbabwe
301,,2007-12-02,male,ODI,RS Morton,Zimbabwe,West Indies,field,Zimbabwe,BG Jerling,RB Tiffin,Harare Sports Club,110,0,West Indies
302,Bulawayo,2007-12-07,male,ODI,JE Taylor,Zimbabwe,West Indies,field,West Indies,BG Jerling,RB Tiffin,Queens Sports Club,0,5,West Indies
303,Trinidad,2008-04-10,male,ODI,DJ Bravo,West Indies,Sri Lanka,field,West Indies,CR Duncan,SJA Taufel,"Queen's Park Oval, Port of Spain",0,1,West Indies
304,Trinidad,2008-04-12,male,ODI,S Chanderpaul,West Indies,Sri Lanka,field,West Indies,CR Duncan,SJA Taufel,"Queen's Park Oval, Port of Spain",0,7,West Indies
305,St Lucia,2008-04-15,male,ODI,,West Indies,Sri Lanka,field,West Indies,CR Duncan,SJA Taufel,"Beausejour Stadium, Gros Islet",0,0,no result
306,St Vincent,2008-06-24,male,ODI,SE Marsh,West Indies,Australia,field,West Indies,Asad Rauf,BR Doctrove,"Arnos Vale Ground, Kingstown",84,0,Australia
307,Grenada,2008-06-27,male,ODI,MJ Clarke,West Indies,Australia,bat,Australia,Asad Rauf,NA Malcolm,"National Cricket Stadium, St George's",63,0,Australia
308,Grenada,2008-06-29,male,ODI,SR Watson,West Indies,Australia,field,Australia,Asad Rauf,NA Malcolm,"National Cricket Stadium, St George's",0,7,Australia
309,St Kitts,2008-07-04,male,ODI,A Symonds,West Indies,Australia,field,West Indies,Asad Rauf,SA Bucknor,"Warner Park, Basseterre",1,0,Australia
310,St Kitts,2008-07-06,male,ODI,L Ronchi,West Indies,Australia,bat,Australia,Asad Rauf,SA Bucknor,"Warner Park, Basseterre",169,0,Australia
311,,2008-03-09,male,ODI,GC Smith,Bangladesh,South Africa,bat,Bangladesh,Aleem Dar,Enamul Haque,Chittagong Divisional Stadium,0,9,South Africa
312,Mirpur,2008-03-12,male,ODI,A Nel,Bangladesh,South Africa,bat,Bangladesh,Aleem Dar,Nadir Shah,Shere Bangla National Stadium,0,7,South Africa
313,Mirpur,2008-03-14,male,ODI,JA Morkel,Bangladesh,South Africa,bat,Bangladesh,Aleem Dar,Nadir Shah,Shere Bangla National Stadium,0,7,South Africa
314,King City,2008-06-29,male,ODI,S Dhaniram,Canada,Bermuda,field,Canada,GAV Baxter,R Dill,Maple Leaf North-West Ground,11,0,Bermuda
315,Ayr,2008-08-12,male,ODI,,Scotland,Kenya,field,Scotland,PK Baldwin,SJA Taufel,Cambusdoon New Ground,0,0,no result
316,Belfast,2008-08-25,male,ODI,,Ireland,Kenya,field,Kenya,PJ Hartley,IN Ramage,"Civil Service Cricket Club, Stormont",0,0,no result
317,Dublin,2008-07-29,male,ODI,,Netherlands,Scotland,bat,Netherlands,PK Baldwin,BF Bowden,Clontarf Cricket Club Ground,0,6,Scotland
318,Dublin,2008-07-31,male,ODI,,Ireland,Scotland,field,Ireland,PK Baldwin,BF Bowden,Clontarf Cricket Club Ground,0,7,Ireland
319,Nairobi,2008-10-17,male,ODI,,Ireland,Zimbabwe,bat,Zimbabwe,M Erasmus,RB Tiffin,Gymkhana Club Ground,156,0,Zimbabwe
320,Karachi,2008-01-21,male,ODI,Nasir Jamshed,Pakistan,Zimbabwe,field,Zimbabwe,EAR de Silva,Zameer Haider,National Stadium,104,0,Pakistan
321,Sind,2008-01-24,male,ODI,Sohail Tanvir,Pakistan,Zimbabwe,bat,Zimbabwe,EAR de Silva,Nadeem Ghauri,"Niaz Stadium, Hyderabad",0,5,Pakistan
322,,2008-01-27,male,ODI,Shahid Afridi,Pakistan,Zimbabwe,bat,Pakistan,EAR de Silva,Nadeem Ghauri,Multan Cricket Stadium,37,0,Pakistan
323,Faisalabad,2008-01-30,male,ODI,Shoaib Malik,Pakistan,Zimbabwe,bat,Zimbabwe,Aleem Dar,EAR de Silva,Iqbal Stadium,0,7,Pakistan
324,,2008-02-02,male,ODI,Younis Khan,Pakistan,Zimbabwe,bat,Zimbabwe,Aleem Dar,EAR de Silva,Sheikhupura Stadium,0,7,Pakistan
325,Lahore,2008-06-24,male,ODI,Mohammad Ashraful,Bangladesh,United Arab Emirates,bat,Bangladesh,IJ Gould,SJA Taufel,Gaddafi Stadium,96,0,Bangladesh
326,Karachi,2008-06-24,male,ODI,Sohail Tanvir,Pakistan,Hong Kong,bat,Pakistan,AL Hill,BG Jerling,National Stadium,155,0,Pakistan
327,Lahore,2008-06-25,male,ODI,KC Sangakkara,Bangladesh,Sri Lanka,field,Bangladesh,IJ Gould,SJA Taufel,Gaddafi Stadium,131,0,Sri Lanka
328,Karachi,2008-06-25,male,ODI,SK Raina,Hong Kong,India,bat,India,AL Hill,BG Jerling,National Stadium,256,0,India
329,Lahore,2008-06-26,male,ODI,BAW Mendis,Sri Lanka,United Arab Emirates,bat,Sri Lanka,IJ Gould,SJA Taufel,Gaddafi Stadium,142,0,Sri Lanka
330,Karachi,2008-06-26,male,ODI,SK Raina,Pakistan,India,bat,Pakistan,AL Hill,BG Jerling,National Stadium,0,6,India
331,Karachi,2008-06-28,male,ODI,SK Raina,Bangladesh,India,bat,Bangladesh,BG Jerling,SJA Taufel,National Stadium,0,7,India
